Date,text,DataSource,Polarity,SentimentScore,Sentiment
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.325,2,Negative
16-10-2017 16:30,b'Get a look at some of the early #Oscar predictions \xe2\x86\x92 https://t.co/YyXEnWCgJZ',SocailMedia,0.1,3,Neutral
03-08-2017 11:20,b'Discover how the TiVo #KnowledgeGraph helps you deliver better recommendations to your customers. https://t.co/e5Hf94gPxm',SocialMedia,0.5,5,Very Positive
05-07-2017 00:00,"b'TiVo provides unified #music #metadata, personalized search recommendations, and natural language services. https://t.co/FM0Mu5LR6S'",SocialMedia,0.1,3,Neutral
14-06-2017 21:25,b'TiVo data suggests that #payTV operators can generate revenue by providing recommendations https://t.co/6qCgPPPtHk via @nScreenMedia',SocialMedia,0,3,Neutral
19-05-2017 02:00,"b""Learn how TiVo's Advanced Search Recommendations enables advanced search &amp; discovery at #BroadcastAsia2017:\xe2\x80\xa6 https://t.co/FX7UZ0dsJa""",SocialMedia,0.4,4,Positive
11-05-2017 14:30,"b""TiVo's Advanced Search and Recommendations consider context, location &amp; trends to deliver dynamic results: https://t.co/iYwcluz0AB""",SocialMedia,0.2,3,Neutral
18-04-2017 17:32,"b""TiVo's Advanced Search Recommendations enables advanced search &amp; discovery across linear, #VOD and #OTT. Learn more: https://t.co/q40BqyenJS""",SocialMedia,0.433333333,4,Positive
24-02-2017 14:52,"b'Personalized program predictions. Sleek aesthetics. Universal search. Meet Project Hydra, the latest TiVo UI:\xe2\x80\xa6 https://t.co/RIOusdD9sL'",SocialMedia,0.25,4,Positive
16-01-2017 23:09,b'What will be the biggest #digital #video trends in 2017? @nScreenMedia &amp; @VideoNuze discuss their predictions: https://t.co/chX0nGUGek.',SocialMedia,0,3,Neutral
09-01-2017 21:23,"b""Personalization in #OTT, data and more: catch @pcsathy's top 10 predictions for 2017 on @techcrunch: https://t.co/c4GgtAXxlj.""",SocialMedia,0.5,5,Very Positive
29-12-2016 18:22,b'What are your #entertainment industry predictions for the year ahead?',SocialMedia,0,3,Neutral
02-12-2016 21:11,"b""Learn how TiVo's #KnowledgeGraph delivers the best search results and recommendations to consumers. https://t.co/GJHPQxnSoI""",SocialMedia,1,5,Very Positive
28-11-2016 19:16,b'#Google just re-vamped their #music offerings around personalized recommendations: https://t.co/ywbcWW5BlG. #metadata via @AshleeEats',SocialMedia,0,3,Neutral
22-11-2016 20:19,"b""What's #metadata? And how does it power personalized recommendations and onscreen guides? Watch and learn! https://t.co/SaVL5V9Ln9""",SocialMedia,0,3,Neutral
13-10-2016 15:37,"b""Help viewers find #entertainment content they'll love with TiVo's personalized entertainment recommendations: https://t.co/rJtI88eVPV. #TV""",SocialMedia,0.5,5,Very Positive
07-10-2016 18:24,"b""#ICYMI: Catch our top moments from last week's #debate. What are your predictions for Sunday's debate? https://t.co/FJ9veNkays #debatenight""",SocialMedia,0.25,4,Positive
26-08-2016 17:28,b'Our solutions deliver personalized #entertainment recommendations to your consumers: https://t.co/SPiYoxA3NY. https://t.co/2eiTVu2czU',SocialMedia,0,3,Neutral
09-08-2016 17:25,"b""Do you prefer to get #TV recommendations on-screen or from friends? Here's how we prefer ours: https://t.co/3a5APWroPi.""",SocialMedia,0,3,Neutral
24-06-2016 19:56,"b""Finding new shows you like can be hard in the era of #peakTV. Rovi Recommendation Services can ID shows you'll love: https://t.co/3a5APWroPi""",SocialMedia,0.11489899,3,Neutral
06-06-2016 20:21,b'Would you trust movie recommendations from a #robot? https://t.co/RA0PbUdMXo.',SocialMedia,0,3,Neutral
05-05-2016 14:05,b'Scrolling is out. Recommendations are in. And our #KnowledgeGraph is ahead of the curve. https://t.co/A9hZJ6YCbb',SocialMedia,0,3,Neutral
06-04-2016 23:01,"b""With our personalization engine, #entertainment recommendations aren't just good\xe2\x80\x94they're all about you! https://t.co/h0ANIx5M60""",SocialMedia,0,3,Neutral
24-03-2016 21:32,"b""#Entertainment consumers want personalized recommendations. Here's how we help make them: https://t.co/SPiYoxRFcy https://t.co/Qs4hgQ1kn7""",SocialMedia,0,3,Neutral
16-03-2016 16:38,b'RT @sylviawan: Recommendation engines need to use more than just platform behaviour analytics to drive suggestions @cndawesontv #ctvs16',SocialMedia,0.5,5,Very Positive
22-02-2016 18:46,"b""What's behind that perfect #entertainment recommendation you just received? It's #metadata! https://t.co/bZQLQbgV9q""",SocialMedia,0.3,4,Positive
17-02-2016 16:21,b'Are #TV providers doing enough to keep up with #OTT and personalized recommendations? https://t.co/tToBqUWBTL',SocialMedia,0,3,Neutral
11-02-2016 17:29,"b'RT @vodprofessional: Recommendations to drive 75% of all TV viewing within next decade, according to TDG https://t.co/cJFQuteIV8'",SocialMedia,0,3,Neutral
27-01-2016 18:28,b'Do you agree that #entertainment providers should focus on delivering good content recommendations? https://t.co/8GO1WBitmJ',SocialMedia,0.7,5,Very Positive
14-01-2016 14:54,b'Are your #entertainment recommendations personalized? 25% of survey participants say no: https://t.co/W8LVB102Yf https://t.co/QssuqqdxTB',SocialMedia,0,3,Neutral
12-01-2016 20:36,"b'With seemingly indefinite #entertainment options, search can be overwhelming. We uncover personal recommendations. https://t.co/3a5APW9NXK'",SocialMedia,0.25,4,Positive
12-01-2016 17:48,b'70% of our survey respondents prefer to find new #TVshows on-platform versus recommendations from family &amp; friends. https://t.co/ncLOlrO0hb',SocialMedia,0.136363636,3,Neutral
16-11-2015 21:53,b'RT @SFMusicTech: State of Recommendation: Discovery&amp;Computer Curation @rumblefishinc @Gracenotetweets @RoviCorp @StubHub @SoundHound https:\xe2\x80\xa6',SocialMedia,0,3,Neutral
03-11-2015 20:18,b'Fast search results paired with personal recommendations are possible with the Rovi #KnowledgeGraph. https://t.co/jnH210NoLw',SocialMedia,0.066666667,3,Neutral
07-10-2015 20:14,"b'Flip to page 15 of the latest @digitaltveurope for a Q&amp;A with @cndawesontv on #payTV, search and recommendations. http://t.co/XLUzJpWzke'",SocialMedia,0.5,5,Very Positive
21-09-2015 14:11,"b""See why Rovi's Michael Hawkey thinks that #payTV should offer discovery &amp; recommendation services \xe2\x86\x92 http://t.co/HWe6MXDOmx via @StreamDaily""",SocialMedia,0,3,Neutral
18-09-2015 21:55,b'The only thing better than your favorite album is your favorite album plus rich #metadata &amp; personal recommendations. http://t.co/hwWC6TdRR6',SocialMedia,0.3125,4,Positive
18-09-2015 15:12,"b""These days, consumers want tailored entertainment recommendations and search results. That's where we come in: http://t.co/SPiYoxRFcy""",SocialMedia,0,3,Neutral
10-09-2015 16:26,"b""Give your consumers what they expect while delighting them with the unexpected with Rovi's Recommendation Services. http://t.co/3a5APW9NXK""",SocialMedia,0.1,3,Neutral
03-09-2015 16:36,"b""Be sure to attend our #IBCShow panel! We'll discuss natural language recommendation systems &amp; content discovery. https://t.co/qA8ktp3gFH""",SocialMedia,0.3625,4,Positive
21-08-2015 19:43,"b'Watching a movie and feel like playing 6 degrees of Kevin Bacon? With Rovi Recommendation Services, we make it easy. http://t.co/iVGefbcob5'",SocialMedia,0.433333333,4,Positive
20-08-2015 22:33,"b""Hate when nothing's on #TV? @cndawes explains why Rovi Conversation Services provide the best show recommendations: http://t.co/zsSeoLwZgv""",SocialMedia,0.1,3,Neutral
14-08-2015 21:36,b'Personalized recommendations are the best kind. We can help you get the most relevant content in front of your users: http://t.co/3a5APW9NXK',SocialMedia,0.625,5,Very Positive
11-08-2015 23:18,b'Our recommendation services can optimize results for your customers based on local popularity and relevance.',SocialMedia,0,3,Neutral
28-10-2014 00:25,"b'RT @tanyareynolds: Music Streaming Company CUR Media Taps Rovi to Power Search, Discovery &amp; Recommendations http://t.co/Nc8EUpHbQV @RoviCor\xe2\x80\xa6'",SocialMedia,0,3,Neutral
22-10-2014 19:12,"b""RT @CURMedia: $CURM partners with @RoviCorp to power C\xc3\x9cR's #musicsearch and #discovery recommendations http://t.co/noFB3b6pZp #musicbiz""",SocialMedia,0,3,Neutral
17-10-2014 22:55,b'Great article on why good content recommendations can be the difference between success and failure. http://t.co/MIH4Epepp6 @nScreenMedia',SocialMedia,0.370833333,4,Positive
06-10-2014 19:26,b'RT @MultiNews: Another Former Arris Exec Joins Rovi: Interactive programming guide and video recommendation specialist Rovi h... http://t.c\xe2\x80\xa6',SocialMedia,0,3,Neutral
14-09-2014 16:21,"b""Davis Lukens demonstrates Rovi's Personalized Discovery Solution with rich entertainment recommendations. #IBC2014 http://t.co/c3E5itDo5z""",SocialMedia,0.375,4,Positive
12-09-2014 15:01,b'Canal Digital Kabel Selects Rovi #Search &amp; #Recommendations Services. Read more at http://t.co/ftA6WP3FIR. @IBCShow @CDKabel',SocialMedia,0.25,4,Positive
12-09-2014 07:15,b'Canal Digital Kabel Selects Rovi #Search &amp; #Recommendations Services. Read more at http://t.co/2dmrqmGztn. @IBCShow @CDKabel',SocialMedia,0.25,4,Positive
04-09-2014 22:56,b'RT @andy_elder: Not happy with your music recommendations? Vote for this SXSW session to learn more http://t.co/5LxMP9wvYU (@RoviCorp)',SocialMedia,0.05,3,Neutral
29-08-2014 22:17,"b""Vote for Rovi's #SXSW session @ http://t.co/0wl6jXttw6 to discuss the role of intelligent interfaces in music discovery &amp; recommendations!""",SocialMedia,1,5,Very Positive
28-08-2014 22:02,"b""Vote for Rovi's #SXSW session @ http://t.co/vFCTXL9hRZ to explore the idea of the 360\xc2\xb0 global music profile and the role of recommendations!""",SocialMedia,0,3,Neutral
16-04-2014 17:14,"b'""53% of consumers want TV/movie recommendations based on their personal preferences.""  --Colin Dixon @nScreenMedia #MetaD'",SocialMedia,0,3,Neutral
26-02-2014 16:17,b'Rovi Acquires Veveo for $69 Million To Strengthen Video Search and Recommendations http://t.co/tlztf3TUm6 via @videonuze',SocialMedia,0,3,Neutral
24-02-2014 23:36,b'RT @AlanBreznick: Rovi Snaps Up Veveo --The video search and recommendation market just keeps getting hotter.  \nhttp://t.co/eZJQD9dmOo',SocialMedia,0,3,Neutral
24-02-2014 23:07,b'RT @digitalideation: @RoviCorp purchase of @Veveo (http://t.co/UT4r0rySry) will drive robust voice driven search and recommendation for Cab\xe2\x80\xa6',SocialMedia,0,3,Neutral
18-02-2014 20:05,"b""At @DEWexpo? Catch Rovi's Priya Rajagopalan talk Human Versus Machine: Discovery &amp; Recommendation for Digital Content http://t.co/EgmB9amG9V""",SocialMedia,0,3,Neutral
10-01-2014 16:17,b'Rovi Set To Relaunch Recommendations This Quarter http://t.co/lqyoZBmHzv via @HuffPostBiz',SocialMedia,0,3,Neutral
08-01-2014 21:05,b'Predictions? Peter Hoddie: Much more adoption of open standards. Ian Greenblatt: Monetization of multiscreen.',SocialMedia,0.25,4,Positive
08-01-2014 21:04,b'Predictions? Bob Shallow: We need to see more personalization driven by metadata injected with analytics.',SocialMedia,0.083333333,3,Neutral
30-09-2013 18:15,"b""Rovi Shoots Toward 'Recommendation 2.0' for Video |Beet.TV http://t.co/0u40qLz2Ay""",SocialMedia,0,3,Neutral
29-07-2013 16:00,"b""You've likely experienced our innovations in TV guidance, video delivery and search &amp; recommendations. See how: http://t.co/AFeq5bnzfL""",SocialMedia,0.4,4,Positive
11-07-2013 17:34,b'What do movie lovers want? Recommendations. Get more stats: http://t.co/wtyPQqztOX  #infographic http://t.co/YD9G9kkSfU',SocialMedia,0.5,5,Very Positive
10-07-2013 18:10,"b""What difference can Rovi's Search &amp;  Recommendations make on your website? A big one. http://t.co/DPynUgXAcL""",SocialMedia,0,3,Neutral
13-03-2013 16:32,b'Max Weisel of RelativeWave: Value in very individualized recommendations; not only for passive but active listeners too. #CloudMusic #sxsw',SocialMedia,0.022222222,3,Neutral
